Progress,Duration__in_seconds_,Q3,Q4,Q7,Q8,Q6,Q486,Q487,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q196,Q197,Q198,Q200,Q201,Q202,Q203,Q204,Q206,Q207,Q208,Q209,Q210,Q211,Q213,Q214,Q215,Q216,Q217,Q218,Q146,Q147,Q148,Q149,Q150,Q151,Q152,Q153,Q154,Q155,Q156,Q157,Q159,Q160,Q161,Q163,Q164,Q165,Q166,Q167,Q169,Q170,Q171,Q172,Q173,Q174,Q176,Q177,Q178,Q179,Q180,Q181,Q220,Q221,Q222,Q223,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q233,Q234,Q235,Q237,Q238,Q239,Q240,Q241,Q243,Q244,Q245,Q246,Q247,Q248,Q250,Q251,Q252,Q253,Q254,Q255,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q24,Q25,Q26,Q28,Q29,Q30,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q41,Q42,Q43,Q44,Q45,Q56,Q485,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q47_10,Q47_11,Q47_12,highest_experience,Q484_1,Q484_2,Q484_3,Q484_4,Q484_5,Q484_6,stigma_total,Q484_7,Q484_8,Q488,Q489,Q490,Q491,random_profile
100,364,1,1,2,4, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,9,10,10,10,8,7,9,8,7,9,9,9,7,6,7,10,9,6,8,7,9,8,7,9,8,1,2,18,4,3,I feel like he comes across very strong and somewhat scary to be completely honest..., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , ,1, ,1, , ,4,3,3,3,4,2, ,4,2,Their ability to deal or cope with emotion,"Theyll be honest to you, possibly have the inability to lie",No idea,No idea,2
100,412,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,9,10,7,9,8,7,8,6,8,6,8,6,9,9,6,9,9,7,8,9,7,9,9,7,8,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,1,1, , , ,1,1, ,1, ,4,4,4,4,4,4, ,2,2,They would find it more difficult to express their emotions to you,You can be honest and upfront,You might have to change your routine more to fit theirs,They’re wonderful people and who wouldn’t want to marry a wonderful person,3
100,781,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,9,7,10,10,9,7,7,8,6,6,6,6,6,6,10,10,6,7,9,7,10,10,6,10,1,1,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , ,1, ,1, , ,4,4,4,4,4,4, ,2,1,"Learning to understand how they may perceive, interpret and communicate things a bit differently to those without autism.","May be more honest and upfront about their feelings,", , ,2
100,63,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,544,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,7,9,9,9,9,8,8,8,7,8,7,7,7,7,7,7,8,8,8,9,7,9,3,2,19,2,2, ,1,1, ,1,1, , , , ,1, ,1, , ,3,3,3,3,2,1, ,1,1, , , , ,4
100,291,1,1,2,1,21,1,4,9,8,8,7,7,9,9,7,8,8,8,8,7,9,9,8,8,9,7,7,8,8,8,8,8,8,2,1,18,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , , , , ,1, ,4,4,4,4,4,4, ,1,1, ,Social cues and expression of feelings may be difficult.,The same as above.,"In my experience, autistic people often notice more than others do, are very attentive, and try to make people happy.",1
100,436,1,1,2,1,20,1,4,10,9,7,6,9,9,9,7,9,8,6,6,9,6,7,6,10,10,6,8,10,7,8,8,8,10,4,5,21,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , ,1,1, , , ,4,4,4,4,4,4, ,1,1,"Being open-minded enough to see the world through their perspective. Also, finding the patience to follow their train of thought and their behaviour.","Honesty, reliability, a rich perspective of the world.", , ,1
100,452,1,1,2,1,18,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,6,7,8,9,7,8,7,7,7,8,7,7,7,9,9,8,7,9,9,8,8,8,9,2,2,19,3,3, ,1,1, ,1, , ,1, , , , ,1, , ,4,4,3,3,4,4, ,2,2,Missing out on social cues. I tend to have quite sarcastic humour,"Honest, upfront, trustworthy","Learning what it means to live with someone with autism, how I can support them and make them comfortable In triggering situations","Learning, gaining understanding for the autistic community",4
100,221,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,10,9,9,8,7,9,8,7,7,7,6,9,8,8,7,7,7,8,10,7,10,9,7,9,1,1,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,1, ,1, , ,1, , , , ,3,2,3,3,2,2, ,2,2,Social situations, , , ,3
100,427,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,6,7,10,9,6,9,9,6,6,7,7,6,7,9,9,7,9,10,6,9,9,6,9,4,2,19,2,2, ,2,1, ,1,1, , , , ,1,1,1, , ,4,4,4,4,4,4, ,1,1,Understanding how they function differently in certain situations,Being able to learn more about autism and how it can affect a person,Same challenges with any marriage,Same benefits,4
100,318,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,9,9,10,7,6,9,7,7,9,9,6,10,9,9,9,8,9,7,9,9,7,7,7,9,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1, ,1, , ,1, , , , ,4,4,3,4,4,4, ,1,1, ,"Being autistic doesn’t define who they are- it’s not something that’ll make them better or worse than someone with autism. It’ll depend on their personality, what they like etc as well",Social situations,As the first answer,3
100,8482,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,8,8,8,8,9,7,7,8,9,7,8,9,8,7,7,8,9,9,8,9,8,7,9,1,1,18,1,1, ,1,1, , , , ,1, , ,1, ,1, , ,4,3,3,4,4,3, ,2,1,Conversation,Honest,Conversation,Honest,4
100,309,1,1,2,1, ,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,8,8,6,10,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,20,3,3, ,1,1, , , , , , , ,1, ,1, , ,3,4,4,4,4,3, ,1,1, , , , ,4
100,694,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,10,8,7,9,9,7,7,7,8,7,8,8,8,7,7,8,9,7,7,9,8,9,8,8,9,2,2,19,3,2, ,1,1, ,1, , ,1, , ,1, ,1, , ,4,4,4,4,4,3, ,1,1,I would worry about overstepping their boundaries.,I think they would be honest and frank about their feelings and worries.,I would potentially worry about my family being understanding of their boundaries.,"Same as dating- stereotypically, someone would be more honest or frank about their feelings.",4
100,36,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,961,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,9,6,7,9,9,6,9,8,7,7,8,7,7,6,10,10,6,7,10,6,10,10,6,10,3,3,19,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, , , , ,1, , ,3,3,3,4,3,2, ,2,1,Difficulties in social circles perhaps,A propensity to be more honest ?,"Social aspects, changes of daily routine may be difficult",Changes other people’s perceptions towards people with autism,2
100,797,1,1,2,4, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,7,7,7,9,8,6,9,8,7,7,7,9,8,7,9,9,7,7,8,8,8,8,8,8,2,2,19,3,2,"It'd be nice to know what this person does job-wise, and more about their interests/hobbies.  With the current information, I don't know if we would have things in common.  Also, it's not a great photo, if the photo wasn't so zoomed-in there could be a better idea of what they look like.",1,1, , , , ,1, , , , , , , ,4,4,4,4,4,3, ,1,1,"I don't know what the benefits might be, seems like each individual would have differing benefits/challenges","I don't know what the benefits/challenges might be, seems like each individual would have differing benefits/challenges","I don't know what the benefits/challenges might be, seems like each individual would have differing benefits/challenges","I don't know what the benefits/challenges might be, seems like each individual would have differing benefits/challenges",4
100,418,1,1,2,1,20,1,4,9,9,8,7,7,9,9,7,9,8,7,7,6,9,9,7,9,9,10,9,9,7,9,9,7,9,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , ,1, , , , ,4,4,4,3,3,2, ,2,2,They might find it difficult to get close to you,They’d say what they thought,When they have meltdowns you would really need to know how to make them feel better., ,1
100,468,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,8,9,8,7,8,8,7,7,9,7,7,6,9,9,7,8,9,7,9,9,7,9,4,2,20,4,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,1,1,1, , , , , , ,1, , ,4,4,4,4,4,3, ,2,2, ,Make you more aware of the struggles of those with autism within a relationship,Difficulty communicating,"Dependant on the type and severity of their autism, however their passions for certain subjects",3
100,585,1,1,2,1,23,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,7,9,8,9,9,7,8,7,8,8,8,7,7,9,9,7,7,9,7,8,8,7,9,1,1,18,2,2,Home living isn't for me, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , ,1, , , , ,4,4,3,4,3,3, ,2,2,It all depends on how the person with autism behaves which differ person to person. But potentials: I'm not very analytical and need a lot of emotional and physical affection,Potentially more candor, , ,2
100,972,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,8,7,8,7,7,9,8,7,7,7,8,9,6,9,9,6,6,10,7,8,9,7,9,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,1, , , , , , , , , ,4,4,4,4,3,2, ,1,1,Struggle to understand how they're feeling. Them finding it hard to understand how I'm feeling. Maybe less considerate of my feelings as a result and make comments without realising how it would make me feel. Might be hard to introduce them to friends.,Can be straight to the point. Would be quite dedicated. Very passionate about their interests.,"May struggle to socialise with our children. Might be hard to go to social events, meet new people, go on dates in certain places.","Dedicated, passionate about their interests.",2
100,332,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,9,8,9,7,9,9,7,7,7,9,9,7,9,9,7,7,9,7,8,9,7,9,2,2,19,2,2, ,1,1,1,1,1, ,1, , ,1,1,1,1, ,4,4,3,4,4,3, ,2,2, ,Honesty,Sensing moods, ,4
100,542,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,8,9,7,9,9,7,7,7,9,9,7,9,9,7,7,9,7,9,9,7,9,4,3,20,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , ,1, , ,3,3,3,3,3,3, ,1,1,Hard to communicate easily,More caring,Hard to communicate,More caring,2
100,606,1,1,2,1, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,10,7,6,6,9,10,7,10,9,6,6,9,7,8,7,10,10,7,6,10,6,9,10,6,10,4,4,18,4,4,The answer to the faith question is strangely unsettling considering an otherwise very open and honest profile - it seems an odd thing to hide, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , ,1, ,1, ,4,4,4,4,4,4, ,2,2,"I think they might find it harder to relax and have fun without there needing to be a distinct understanding of the expectations and ""rules"" of the interaction, at least to begin with","My conception of them is that autistic people are very focussed and good at commitment, as well as honest","Other people's perception of them and our relationship, and them having a more realistic outlook (not optimistic)","Again, honesty and commitment",2
100,65,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,578,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,6,9,8,7,7,8,8,7,7,7,9,9,6,8,8,8,7,9,8,9,8,8,9,1,1,18,2,1, ,1,1, ,1,1, ,1, , , , , , , ,3,4,4,4,4,4, ,2,1,Social cues and communication issues,More likely to be highly intelligent,Social cues and communication issues,More likely to be highly intelligent,4
100,309,1,1,2,1,19,1,4,8,9,8,9,9,8,7,9,7,7,8,9,6,10,9,8,9,8,7,8,8,8,8,8,8,8,3,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , ,1, , , ,1,1, , ,4,3,4,4,4,4, ,2,2,It depends on the person and their own situation,It depends on the person,It depends on the perksn,It depends on the person,1
100,1107,1,1,2,4,19,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,6,6,9,8,8,7,9,8,8,8,7,7,8,8,8,8,7,8,9,7,8,9,7,8,3,3,19,2,3, ,1,1, ,1, , , , , ,1, , , , ,4,3,4,4,4,4, ,1,1,"Depending on where the person was on the spectrum, maybe social situations could potentially get out of hand",No particular benefit to dating a neurotypical person,others judging -perhaps,"again, nothing different",4
100,756,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,8,8,8,8,7,9,8,7,7,9,7,7,6,9,8,8,8,9,7,8,9,7,8,3,3,20,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, , , , , , ,1, , ,3,3,3,3,2,2, ,2,2, ,Honestly,Understanding feelings,More honest,3
100,541,1,1,2,4,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,8,8,8,9,7,8,8,8,8,9,7,7,8,8,8,8,7,8,8,8,8,8,9,4,4,21,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,1, , , , ,1, , ,3,4,4,4,4,3, ,1,1,Autism is too diverse and people are too different for me to hold an opinion,Possibly more honest if they read social situations very literally,"Possibly communication in the long-term, any care they may need could prove challenging","They may be very genuine, having a connection with them could be very fulfilling as there may be fewer inhibitions",2
100,654,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,9,9,7,6,8,9,9,9,9,6,6,6,10,10,6,9,9,7,7,10,6,10,10,6,9,1,1,18,1,2,Biggest turn offs are lack of imagination and appearance., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1,1, ,1, , ,1,1, ,1, ,4,4,4,4,4,4, ,1,1,Difficulty in social situations,"Different ways of percieving things / can be passionate about specific topics, which is an atttractive trait","Social situations, physical boundaries",Same as benefits of dating above,3
100,35,1,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
100,392,1,1,2,1,22,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,9,8,9,8,7,9,6,7,7,8,7,9,8,7,7,8,9,7,7,7,9,9,8,9,1,1,18,2,1, ,1,1, ,1, , , , , , ,1, , , ,4,4,3,4,4,3, ,2,1,Not understanding their behaviour all the time, ,Not understanding their behaviour all the time, ,4
100,503,1,1,2,1,21,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,10,10,10,8,6,10,6,6,7,7,7,9,8,7,9,8,7,7,8,8,8,9,7,8,1,1,18,1,1, ,1,1, , , , , , , ,1, , , , ,4,3,2,2,4,2, ,3,2,Getting to know them well, ,Social situations with family and friends, ,4
100,555,1,1,2,1,23,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,7,9,9,10,9,6,9,6,7,8,8,8,8,8,8,8,9,7,9,9,6,10,10,6,9,1,1,18,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , , , ,1,1, , ,4,4,3,3,4,3, ,1,1,"Behaviour, difficulties in social situations",secure relationship,"Behaviour, difficulties in social situations, they could be dependent on you",very secure relationship,3
100,1690,1,1,2,1,20,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,8,8,8,9,7,6,7,7,8,6,9,9,7,8,9,7,10,10,6,10,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , ,1, , , ,1, , ,2,3,3,3,3,2, ,1,1,Maybe sometimes you'll get a bit frustrated at something they do but it really depends on what type of autism they have,I honestly don't know maybe they'll be a bit more loyal,Maybe a bit of frustration,They'll think about you and care for you a lot more,3
100,584,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,9,7,9,10,7,8,7,8,6,6,9,8,8,7,9,8,7,7,8,7,9,9,7,9,2,2,19,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, ,1, , , , ,1, , ,1, , ,3,4,3,4,3,3, ,2,2,"Socialising because I’m a social butterfly, so social situations could be awkward. And I definitely need someone I can relate to an an emotional level, so it could be hard sometimes if they are emotionally distant.",I think it would be similar to saying anyone else but with more effort put into communication meaning that you strengthen the relationship,Familial situations and maybe having children due to the range in symptoms (such as nerves surrounding birth etc),"Loyalty, it doesn’t matter as long as you love them,",3
100,571,1,1,2,1,22,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,7,7,9,8,7,8,8,7,7,8,7,7,7,9,9,8,7,9,7,9,9,7,8,2,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1, ,1, ,1, , ,1, , ,3,3,3,3,3,3, ,1,1,Social perceptions, ,Societal perception, ,2
100,765,1,1,2,1,20,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,9,6,9,9,10,10,9,6,7,10,6,6,8,8,9,9,8,9,7,8,8,7,9,4,5,22,5,5, ,1,1,1,1, , ,1, , , , ,1, , ,4,3,4,3,3,3, ,3,3,It would be difficult to communicate well,No major challenges - depends how autistic the person is,Refer to above,Refer to above,4
100,528,1,1,2,4, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,9,7,6,7,10,6,6,9,9,6,8,8,8,8,7,8,7,6,6,10,6,9,9,6,10,4,3,20,4,2, ,1, , ,1,1, ,1, , , , , , , ,4,4,4,4,4,3, ,3,1,"Communication, but this can be an issue with any relationship. It would just take a little more effort, and I'd be willing to put that in.",Autistic people are really interesting. I'd be learning something new every day.,"Depending on the severity, perhaps responsiblities such as children.","Again, I'd learn something new every day, and I'd get to be involved in more of their interests.",4
100,333,1,1,2,1,19,1,4,9,9,7,8,8,9,9,7,8,9,7,7,8,8,8,8,9,9,7,6,9,7,8,8,7,9,3,2,19,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1, ,1,1, , , , ,1,1,1, , ,3,3,3,3,3,2, ,3,3,Social interaction,Attention to detail,See it the same as dating,See it the same as dating,1
100,897,1,1,2,1,20,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,10,8,9,8,7,9,6,7,6,9,8,7,8,6,9,9,6,7,10,9,8,10,6,10,2,2,18,1,1, ,1,1, ,1, , , , , , , , , , ,3,2,3,3,4,2, ,1,1,They might not be able to easily judge my mood/ misread situations, ,"They might not be able to easily judge my mood/ misread situations, judgement from my family members", ,4
100,317,1,1,2,1,20,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,9,8,9,7,7,9,8,6,8,7,6,7,9,9,8,9,8,7,9,7,10,9,7,9,1,1,18,1,1, ,1,1, ,1,1, , , , ,1,1, , , ,4,4,3,3,4,2, ,2,1,Hard to communicate with,"Very focused, perhaps interesting",Communication,"Focused, interesting, loving",4
36,83,1,1,2,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
36,254,1,1,2,1,18,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,8,7,7,9,9,8,8,8,8,8,6,8,9,6,9,9,9,8,10,8,8,9,6,10,2,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
36,441,1,1,2,1,19,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,8,7,7,8,7,8,8,9,7,8,7,7,8,8,8,8,8,7,7,9,7,9,9,8,9,3,2,19,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
36,159,1,1,2,4,24,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,9,7,6,6,9,8,7,9,9,7,7,7,9,9,7,8,8,8,8,9,7,9,9,7,9,2,1,18,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4
36,442,1,1,2,1,23,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,8,8,8,9,8,7,8,7,8,7,7,7,8,9,7,9,8,7,8,9,8,9,9,7,8,1,2,18,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2
36,208,1,1,2,1,22,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,9,7,8,8,6,8,7,7,8,10,8,9,8,9,9,8,9,9,9,9,7,8,7,9,1,1,18,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
36,466,1,1,2,1,20,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,8,10,9,9,8,6,10,7,7,8,7,8,8,9,7,8,8,7,7,9,7,9,9,7,9,1,1,18,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3
